poisoned_pen_01_f000001|THE POISONED PEN.|THE POISONED PEN.
poisoned_pen_11_f000222|that gold belongs to the hydrogen group - hydrogen, lithium, sodium, potassium, copper, rubidium, silver, caesium, then two blank spaces for elements yet to be discovered to science,|that gold belongs to the hydrogen group - hydrogen, lithium, sodium, potassium, copper, rubidium, silver, caesium, then two blank spaces for elements yet to be discovered to science,
poisoned_pen_11_f000223|then gold, and finally another unknown element.|then gold, and finally another unknown element.
poisoned_pen_11_f000224|Running his finger along the eleventh, horizontal series, he continued: The gold series - not the group - reads gold, mercury, thallium, lead,|Running his finger along the eleventh, horizontal series, he continued: The gold series - not the group - reads gold, mercury, thallium, lead,
poisoned_pen_11_f000225|bismuth, and other elements known only to myself.|bismuth, and other elements known only to myself.
poisoned_pen_11_f000226|For the known elements, however, these groups and series are now perfectly recognised by all scientists; they are determined by the fixed weight of the atom,|For the known elements, however, these groups and series are now perfectly recognised by all scientists; they are determined by the fixed weight of the atom,
poisoned_pen_11_f000227|and there is a close approximation to regularity.|and there is a close approximation to regularity.
poisoned_pen_11_f000228|This twelfth series is interesting. So far only radium, thorium, and uranium are generally known. We know that the radioactive elements are constantly breaking down,|This twelfth series is interesting. So far only radium, thorium, and uranium are generally known. We know that the radioactive elements are constantly breaking down,
poisoned_pen_11_f000229|and one often hears uranium, for instance, called the parent of radium.|and one often hears uranium, for instance, called the parent of radium.
poisoned_pen_11_f000230|Radium also gives off an emanation, and among its products is helium, quite another element. Thus the transmutation of matter is well known within certain bounds to all scientists to-day like yourself, Professor Kennedy.|Radium also gives off an emanation, and among its products is helium, quite another element. Thus the transmutation of matter is well known within certain bounds to all scientists to-day like yourself, Professor Kennedy.
poisoned_pen_11_f000231|It has even been rumoured but never proved that copper has been transformed into lithium - both members of the hydrogen-gold group, you will observe.|It has even been rumoured but never proved that copper has been transformed into lithium - both members of the hydrogen-gold group, you will observe.
poisoned_pen_11_f000232|Copper to lithium is going backward, so to speak. It has remained for me to devise this protodyne apparatus by which I can reverse that process of decay and go forward in the table,|Copper to lithium is going backward, so to speak. It has remained for me to devise this protodyne apparatus by which I can reverse that process of decay and go forward in the table,
poisoned_pen_11_f000233|so to put it - can change lithium into copper and copper into gold.|so to put it - can change lithium into copper and copper into gold.
poisoned_pen_11_f000234|I can create and destroy matter by protodyne.|I can create and destroy matter by protodyne.
poisoned_pen_11_f000235|He had been fingering a switch as he spoke. Now he turned it on triumphantly. A curious snapping and crackling noise followed, becoming more rapid,|He had been fingering a switch as he spoke. Now he turned it on triumphantly. A curious snapping and crackling noise followed, becoming more rapid,
poisoned_pen_11_f000236|and as it mounted in intensity I could smell a pungent odour of ozone which told of an electric discharge.|and as it mounted in intensity I could smell a pungent odour of ozone which told of an electric discharge.
poisoned_pen_11_f000237|On went the machine until we could feel heat radiating from it. Then came a piercing burst of greenish-blue light from a long tube which looked like a curious mercury vapour lamp.|On went the machine until we could feel heat radiating from it. Then came a piercing burst of greenish-blue light from a long tube which looked like a curious mercury vapour lamp.
