silent_bullet_01_f000001|CRAIG KENNEDY’S THEORIES.|CRAIG KENNEDYS THEORIES.
silent_bullet_12_f000168|At last I did open my eyes to gaze at the gasjets of the chandelier as they flickered. They seemed to send out waves, expanding and contracting, waves of colour.|At last I did open my eyes to gaze at the gasjets of the chandelier as they flickered. They seemed to send out waves, expanding and contracting, waves of colour.
silent_bullet_12_f000169|The shadows of the room were highly coloured and constantly changing as the light changed.|The shadows of the room were highly coloured and constantly changing as the light changed.
silent_bullet_12_f000170|Senora Barrios began lightly to play on the piano the transposed Kiowa song, emphasising the notes that represented the drum-beats.|Senora Barrios began lightly to play on the piano the transposed Kiowa song, emphasising the notes that represented the drum-beats.
silent_bullet_12_f000171|Strange as it may seem, the music translated itself into pure colour - and the rhythmic beating of the time seemed to aid the process.|Strange as it may seem, the music translated itself into pure colour - and the rhythmic beating of the time seemed to aid the process.
silent_bullet_12_f000172|I thought of the untutored Indians as they sat in groups about the flickering camp-fire while others beat the tom-toms and droned the curious melody.|I thought of the untutored Indians as they sat in groups about the flickering camp-fire while others beat the tom-toms and droned the curious melody.
silent_bullet_12_f000173|What were the visions of the red man, I wondered, as he chewed his mescal button and the medicine man prayed to Hikori, the cactus god, to grant a beautiful intoxication?|What were the visions of the red man, I wondered, as he chewed his mescal button and the medicine man prayed to Hikori, the cactus god, to grant a beautiful intoxication?
silent_bullet_12_f000174|Under the gas-lights of the chandelier hung a cluster of electric light bulbs which added to the flood of golden effulgence that bathed the room and all things in it.|Under the gas-lights of the chandelier hung a cluster of electric light bulbs which added to the flood of golden effulgence that bathed the room and all things in it.
silent_bullet_12_f000175|I gazed next intently at the electric lights. They became the sun itself in their steadiness, until I had to turn away my head and close my eyes.|I gazed next intently at the electric lights. They became the sun itself in their steadiness, until I had to turn away my head and close my eyes.
silent_bullet_12_f000176|Even then the image persisted - I saw the golden sands of Newport, only they were blazing with glory as if they were veritable diamond dust: I saw the waves,|Even then the image persisted - I saw the golden sands of Newport, only they were blazing with glory as if they were veritable diamond dust: I saw the waves,
silent_bullet_12_f000177|of incomparable blue, rolling up on the shore.|of incomparable blue, rolling up on the shore.
silent_bullet_12_f000178|A vague perfume was wafted on the air. I was in an orgy of vision. Yet there was no stage of maudlin emotion. It was at least elevating.|A vague perfume was wafted on the air. I was in an orgy of vision. Yet there was no stage of maudlin emotion. It was at least elevating.
silent_bullet_12_f000179|Kennedy’s experiences as he related them to me afterwards were similar, though sufficiently varied to be interesting. His visions took the forms of animals - a Cheshire cat,|Kennedys experiences as he related them to me afterwards were similar, though sufficiently varied to be interesting. His visions took the forms of animals - a Cheshire cat,
silent_bullet_12_f000180|like that in Alice in Wonderland, with merely a grin that faded away, changing into a lynx which in turn disappeared, followed by an unknown creature with short nose and pointed ears,|like that in Alice in Wonderland, with merely a grin that faded away, changing into a lynx which in turn disappeared, followed by an unknown creature with short nose and pointed ears,
silent_bullet_12_f000181|then tortoises and guinea-pigs, a perfectly unrelated succession of beasts.|then tortoises and guinea-pigs, a perfectly unrelated succession of beasts.
silent_bullet_12_f000182|When the playing began a beautiful panorama unfolded before him - the regular notes in the music enhancing the beauty, and changes in the scenes,|When the playing began a beautiful panorama unfolded before him - the regular notes in the music enhancing the beauty, and changes in the scenes,
silent_bullet_12_f000183|which he described as a most wonderful kinetoscopic display.|which he described as a most wonderful kinetoscopic display.
silent_bullet_12_f000184|In fact, only De Quincey or Bayard Taylor or Poe could have done justice to the thrilling effects of the drug, and not even they unless an amanuensis had been seated by them to take down what they dictated,|In fact, only De Quincey or Bayard Taylor or Poe could have done justice to the thrilling effects of the drug, and not even they unless an amanuensis had been seated by them to take down what they dictated,
